"link_name","data_as_of","status","speed","travel_time"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T16:58:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T16:58:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T16:58:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T16:53:03.000","0","6.83","1358"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T16:53:03.000","0","16.15","444"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T16:53:03.000","0","9.32","1608"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T16:53:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T16:53:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T16:53:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T16:48:04.000","0","13.67","708"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T16:48:04.000","0","17.39","401"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T16:48:04.000","0","9.32","1611"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T16:48:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T16:48:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T16:48:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T16:43:04.000","0","13.67","703"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T16:43:04.000","0","19.88","355"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T16:43:04.000","0","9.32","1608"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T16:43:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T16:43:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T16:43:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T16:38:03.000","-101","10.56","902"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T16:38:03.000","0","21.12","338"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T16:38:03.000","0","9.32","1628"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T16:38:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T16:38:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T16:38:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T16:33:04.000","-101","13.04","727"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T16:33:04.000","0","18.64","387"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T16:33:04.000","0","8.69","1684"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T16:33:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T16:33:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T16:33:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T16:28:03.000","0","11.80","813"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T16:28:03.000","0","14.91","478"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T16:28:03.000","0","8.07","1857"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T16:28:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T16:28:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T16:28:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T16:23:03.000","-101","10.56","895"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T16:23:03.000","0","11.80","583"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T16:23:03.000","0","8.07","1910"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T16:23:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T16:23:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T16:23:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T16:18:03.000","-101","8.69","1089"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T16:18:03.000","0","11.18","642"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T16:18:03.000","0","8.07","1868"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T16:18:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T16:18:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T16:18:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T16:13:03.000","-101","9.94","944"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T16:13:03.000","0","11.18","641"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T16:13:03.000","0","8.07","1859"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T16:13:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T16:13:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T16:13:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T16:09:03.000","-101","13.04","721"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T16:09:03.000","0","11.18","620"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T16:09:03.000","0","8.07","1838"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T16:09:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T16:09:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T16:09:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T16:04:03.000","-101","10.56","870"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T16:04:03.000","0","12.42","579"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T16:04:03.000","0","8.07","1843"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T16:04:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T16:04:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T16:04:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T15:59:03.000","0","11.18","863"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T15:59:03.000","0","13.04","533"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T15:59:03.000","0","8.07","1851"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T15:59:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T15:59:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T15:59:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T15:54:03.000","0","13.67","681"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T15:54:03.000","0","13.67","512"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T15:54:03.000","0","8.07","1829"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T15:54:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T15:54:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T15:54:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T15:49:03.000","0","13.67","700"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T15:49:03.000","0","13.67","517"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T15:49:03.000","0","8.07","1839"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T15:49:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T15:49:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T15:49:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T15:44:03.000","0","13.67","705"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T15:44:03.000","0","14.29","497"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T15:44:03.000","0","8.07","1783"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T15:44:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T15:44:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T15:44:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T15:39:03.000","0","13.67","689"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T15:39:03.000","0","15.53","458"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T15:39:03.000","0","8.07","1805"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T15:39:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T15:39:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T15:39:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T15:34:03.000","0","14.29","656"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T15:34:03.000","0","14.91","473"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T15:34:03.000","0","8.69","1753"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T15:34:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T15:34:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T15:34:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T15:29:04.000","0","15.53","623"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T15:29:04.000","0","13.67","510"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T15:29:04.000","0","8.69","1734"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T15:29:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T15:29:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T15:29:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T15:24:03.000","0","14.29","661"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T15:24:03.000","0","13.67","515"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T15:24:03.000","0","8.07","1791"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T15:24:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T15:24:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T15:24:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T15:19:03.000","0","11.80","792"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T15:19:03.000","0","13.67","525"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T15:19:03.000","0","8.69","1768"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T15:19:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T15:19:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T15:19:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T15:14:03.000","0","10.56","905"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T15:14:03.000","0","13.04","540"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T15:14:03.000","0","8.69","1701"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T15:14:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T15:14:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T15:14:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T15:09:03.000","-101","6.83","1319"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T15:09:03.000","0","14.29","487"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T15:09:03.000","0","8.69","1711"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T15:09:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T15:09:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T15:09:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T15:04:03.000","-101","11.18","833"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T15:04:03.000","0","16.77","430"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T15:04:03.000","0","8.69","1683"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T15:04:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T15:04:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T15:04:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T14:59:03.000","0","16.77","570"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T14:59:03.000","0","14.91","470"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T14:59:03.000","0","8.69","1671"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T14:59:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T14:59:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T14:59:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T14:54:03.000","0","18.01","537"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T14:54:03.000","0","13.04","529"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T14:54:03.000","0","9.32","1636"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T14:54:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T14:54:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T14:54:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T14:49:03.000","-101","18.64","504"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T14:49:03.000","0","13.67","512"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T14:49:03.000","0","9.32","1640"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T14:49:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T14:49:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T14:49:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T14:44:03.000","0","17.39","549"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T14:44:03.000","0","14.29","499"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T14:44:03.000","0","9.32","1640"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T14:44:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T14:44:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T14:44:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T14:39:04.000","0","17.39","555"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T14:39:04.000","0","14.29","495"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T14:39:04.000","0","9.32","1632"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T14:39:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T14:39:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T14:39:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T14:34:03.000","-101","19.88","484"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T14:34:03.000","0","16.15","433"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T14:34:03.000","0","8.69","1678"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T14:34:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T14:34:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T14:34:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T14:29:03.000","0","20.50","465"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T14:29:03.000","0","17.39","406"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T14:29:03.000","0","8.69","1761"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T14:29:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T14:29:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T14:29:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T14:24:04.000","0","21.12","447"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T14:24:04.000","0","17.39","402"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T14:24:04.000","0","8.69","1777"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T14:24:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T14:24:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T14:24:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T14:19:03.000","0","21.74","437"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T14:19:03.000","0","19.26","372"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T14:19:03.000","0","8.69","1759"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T14:19:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T14:19:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T14:19:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T14:14:04.000","0","17.39","546"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T14:14:04.000","0","21.12","339"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T14:14:04.000","0","8.07","1791"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T14:14:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T14:14:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T14:14:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T14:09:03.000","0","24.85","382"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T14:09:03.000","0","19.26","373"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T14:09:03.000","0","8.07","1806"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T14:09:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T14:09:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T14:09:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T14:04:03.000","0","26.09","371"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T14:04:03.000","0","16.15","444"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T14:04:03.000","0","8.69","1687"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T14:04:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T14:04:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T14:04:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T13:59:03.000","0","25.47","380"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T13:59:03.000","0","15.53","463"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T13:59:03.000","0","9.32","1600"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T13:59:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T13:59:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T13:59:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T13:54:03.000","0","18.01","531"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T13:54:03.000","0","16.77","430"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T13:54:03.000","0","9.94","1537"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T13:54:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T13:54:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T13:54:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T13:49:03.000","0","18.01","531"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T13:49:03.000","0","17.39","407"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T13:49:03.000","0","10.56","1449"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T13:49:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T13:49:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T13:49:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T13:44:03.000","0","24.85","383"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T13:44:03.000","0","15.53","459"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T13:44:03.000","0","10.56","1403"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T13:44:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T13:44:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T13:44:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T13:39:03.000","0","23.61","402"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T13:39:03.000","0","14.91","473"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T13:39:03.000","0","11.18","1380"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T13:39:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T13:39:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T13:39:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T13:34:03.000","0","17.39","541"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T13:34:03.000","0","16.15","433"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T13:34:03.000","0","11.80","1302"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T13:34:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T13:34:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T13:34:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T13:29:04.000","0","14.91","632"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T13:29:04.000","0","18.64","386"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T13:29:04.000","0","11.80","1289"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T13:29:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T13:29:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T13:29:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T13:24:03.000","-101","11.18","858"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T13:24:03.000","0","18.64","381"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T13:24:03.000","0","11.80","1256"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T13:24:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T13:24:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T13:24:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T13:19:04.000","-101","9.94","969"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T13:19:04.000","0","19.88","359"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T13:19:04.000","0","11.80","1280"
